ear,mar,pitch_dev,label
0.0702,0.0,0.0,EYE_CLOSED
0.0928,0.0161,0.0,EYE_CLOSED
0.0737,0.0,0.0,EYE_CLOSED
0.0781,0.0159,0.0,EYE_CLOSED
0.0644,0.0159,0.0,EYE_CLOSED
0.0812,0.0,0.0,EYE_CLOSED
0.0901,0.0,0.0,EYE_CLOSED
0.0766,0.0,0.0,EYE_CLOSED
0.0965,0.0,0.0,EYE_CLOSED
0.0916,0.0159,0.0,EYE_CLOSED
0.0876,0.0156,0.0,EYE_CLOSED
0.0816,0.0161,0.0,EYE_CLOSED
0.0809,0.0,0.0,EYE_CLOSED
0.0876,0.0,0.0,EYE_CLOSED
0.0907,0.0224,0.0,EYE_CLOSED
0.0984,0.0228,0.0,EYE_CLOSED
0.0818,0.0228,0.0,EYE_CLOSED
0.0912,0.0161,0.0,EYE_CLOSED
0.1107,0.0161,0.0,EYE_CLOSED
0.0951,0.0,0.0,EYE_CLOSED
0.0923,0.0224,0.0,EYE_CLOSED
0.1219,0.0156,0.0,EYE_CLOSED
0.1029,0.0159,0.0,EYE_CLOSED
0.0997,0.0159,0.0,EYE_CLOSED
0.1124,0.0159,0.0,EYE_CLOSED
0.1072,0.0,0.0,EYE_CLOSED
0.0922,0.0159,0.0,EYE_CLOSED
0.1042,0.0156,0.0,EYE_CLOSED
0.1035,0.0159,0.0,EYE_CLOSED
0.0858,0.0159,0.0,EYE_CLOSED
0.0987,0.0,0.0,EYE_CLOSED
0.0924,0.0,0.0,EYE_CLOSED
0.0999,0.0,0.0,EYE_CLOSED
0.1311,0.0,0.0,EYE_CLOSED
0.1029,0.0,0.0,EYE_CLOSED
0.1004,0.0,0.0,EYE_CLOSED
0.0953,0.0,0.0,EYE_CLOSED
0.1006,0.0,0.0,EYE_CLOSED
0.0709,0.0159,0.0,EYE_CLOSED
0.0804,0.0,0.0,EYE_CLOSED
0.1,0.0,0.0,EYE_CLOSED
0.0816,0.0161,0.0,EYE_CLOSED
0.0758,0.0,0.0,EYE_CLOSED
0.076,0.0,0.0,EYE_CLOSED
0.0839,0.0164,0.0,EYE_CLOSED
0.074,0.0,0.0,EYE_CLOSED
0.0687,0.0,0.0,EYE_CLOSED
0.085,0.0,0.0,EYE_CLOSED
0.0843,0.0,0.0,EYE_CLOSED
0.0885,0.0161,0.0,EYE_CLOSED
0.0747,0.0159,0.0,EYE_CLOSED
0.0641,0.0,0.0,EYE_CLOSED
0.0658,0.0159,0.0,EYE_CLOSED
0.0701,0.0,0.0,EYE_CLOSED
0.074,0.0159,0.0,EYE_CLOSED
0.0748,0.0161,0.0,EYE_CLOSED
0.0954,0.0,0.0,EYE_CLOSED
0.087,0.0,0.0,EYE_CLOSED
0.0839,0.0,0.0,EYE_CLOSED
0.0762,0.0164,0.0,EYE_CLOSED
0.0841,0.0164,0.0,EYE_CLOSED
0.0931,0.0,0.0,EYE_CLOSED
0.0867,0.0,0.0,EYE_CLOSED
0.1105,0.0,0.0,EYE_CLOSED
0.085,0.0161,0.0,EYE_CLOSED
0.0929,0.0,0.0,EYE_CLOSED
0.0926,0.0161,0.0,EYE_CLOSED
0.0866,0.0,0.0,EYE_CLOSED
0.1088,0.0,0.0,EYE_CLOSED
0.0727,0.0161,0.0,EYE_CLOSED
0.0639,0.0161,0.0,EYE_CLOSED
0.0515,0.0161,0.0,EYE_CLOSED
0.051,0.0,0.0,EYE_CLOSED
0.0571,0.0,0.0,EYE_CLOSED
0.052,0.0,0.0,EYE_CLOSED
0.0761,0.0,0.0,EYE_CLOSED
0.0611,0.0,0.0,EYE_CLOSED
0.0674,0.0159,0.0,EYE_CLOSED
0.0626,0.0,0.0,EYE_CLOSED
0.0738,0.0159,0.0,EYE_CLOSED
0.0714,0.0159,0.0,EYE_CLOSED
0.0574,0.0,0.0,EYE_CLOSED
0.0747,0.0,0.0,EYE_CLOSED
0.0762,0.0,0.0,EYE_CLOSED
0.0713,0.0,0.0,EYE_CLOSED
0.0683,0.0,0.0,EYE_CLOSED
0.0619,0.0159,0.0,EYE_CLOSED
0.0656,0.0,0.0,EYE_CLOSED
0.0636,0.0,0.0,EYE_CLOSED
0.0689,0.0159,0.0,EYE_CLOSED
0.0789,0.0161,0.0,EYE_CLOSED
0.0841,0.0161,0.0,EYE_CLOSED
0.0843,0.0,0.0,EYE_CLOSED
0.0807,0.0,0.0,EYE_CLOSED
0.0751,0.0161,0.0,EYE_CLOSED
0.0735,0.0,0.0,EYE_CLOSED
0.0708,0.0,0.0,EYE_CLOSED
0.0605,0.0,0.0,EYE_CLOSED
0.061,0.0,0.0,EYE_CLOSED
0.0839,0.0,0.0,EYE_CLOSED
0.0668,0.0161,0.0,EYE_CLOSED
0.0596,0.0228,0.0,EYE_CLOSED
0.0676,0.0,0.0,EYE_CLOSED
0.0619,0.0,0.0,EYE_CLOSED
0.0755,0.0,0.0,EYE_CLOSED
0.058,0.0,0.0,EYE_CLOSED
0.068,0.0,0.0,EYE_CLOSED
0.0583,0.0,0.0,EYE_CLOSED
0.0695,0.0,0.0,EYE_CLOSED
0.0692,0.0161,0.0,EYE_CLOSED
0.0702,0.0159,0.0,EYE_CLOSED
0.0684,0.0161,0.0,EYE_CLOSED
0.0664,0.0228,0.0,EYE_CLOSED
0.0729,0.0,0.0,EYE_CLOSED
0.0726,0.0,0.0,EYE_CLOSED
0.0665,0.0,0.0,EYE_CLOSED
0.0803,0.0161,0.0,EYE_CLOSED
0.0799,0.0159,0.0,EYE_CLOSED
0.079,0.0,0.0,EYE_CLOSED
0.0947,0.0161,0.0,EYE_CLOSED
0.0878,0.0161,0.0,EYE_CLOSED
0.0883,0.0161,0.0,EYE_CLOSED
0.0658,0.0161,0.0,EYE_CLOSED
0.0651,0.0,0.0,EYE_CLOSED
0.0803,0.0,0.0,EYE_CLOSED
0.0849,0.0159,0.0,EYE_CLOSED
0.0907,0.0,0.0,EYE_CLOSED
0.0841,0.0156,0.0,EYE_CLOSED
0.0873,0.0,0.0,EYE_CLOSED
0.0885,0.0,0.0,EYE_CLOSED
0.08,0.0,0.0,EYE_CLOSED
0.0695,0.0,0.0,EYE_CLOSED
0.0851,0.0161,0.0,EYE_CLOSED
0.0787,0.0159,0.0,EYE_CLOSED
0.0807,0.0,0.0,EYE_CLOSED
0.0806,0.0,0.0,EYE_CLOSED
0.0867,0.0,0.0,EYE_CLOSED
0.0755,0.0,0.0,EYE_CLOSED
0.074,0.0161,0.0,EYE_CLOSED
0.0757,0.0161,0.0,EYE_CLOSED
0.0817,0.0,0.0,EYE_CLOSED
0.0794,0.0,0.0,EYE_CLOSED
0.061,0.0159,0.0,EYE_CLOSED
0.0791,0.0161,0.0,EYE_CLOSED
0.0749,0.0161,0.0,EYE_CLOSED
0.0634,0.0,0.0,EYE_CLOSED
0.0509,0.0,0.0,EYE_CLOSED
0.068,0.0,0.0,EYE_CLOSED
0.0602,0.0,0.0,EYE_CLOSED
0.0739,0.0,0.0,EYE_CLOSED
0.0791,0.0161,0.0,EYE_CLOSED
0.075,0.0228,0.0,EYE_CLOSED
0.0789,0.0164,0.0,EYE_CLOSED
0.0787,0.0161,0.0,EYE_CLOSED
0.0768,0.0161,0.0,EYE_CLOSED
0.0694,0.0161,0.0,EYE_CLOSED
0.0745,0.0161,0.0,EYE_CLOSED
0.0636,0.0,0.0,EYE_CLOSED
0.0611,0.0,0.0,EYE_CLOSED
0.0672,0.0159,0.0,EYE_CLOSED
0.086,0.0,0.0,EYE_CLOSED
0.0767,0.0,0.0,EYE_CLOSED
0.0727,0.0,0.0,EYE_CLOSED
0.065,0.0,0.0,EYE_CLOSED
0.0713,0.0,0.0,EYE_CLOSED
0.0727,0.0,0.0,EYE_CLOSED
0.0688,0.0,0.0,EYE_CLOSED
0.0702,0.0,0.0,EYE_CLOSED
0.0788,0.0,0.0,EYE_CLOSED
0.0651,0.0,0.0,EYE_CLOSED
0.0782,0.0,0.0,EYE_CLOSED
0.0689,0.0,0.0,EYE_CLOSED
0.0781,0.0,0.0,EYE_CLOSED
0.0772,0.0,0.0,EYE_CLOSED
0.0701,0.0,0.0,EYE_CLOSED
0.0727,0.0164,0.0,EYE_CLOSED
0.0675,0.0164,0.0,EYE_CLOSED
0.0577,0.0164,0.0,EYE_CLOSED
0.0702,0.0,0.0,EYE_CLOSED
0.0811,0.0,0.0,EYE_CLOSED
0.0818,0.0,0.0,EYE_CLOSED
0.0839,0.0,0.0,EYE_CLOSED
0.1022,0.0,0.0,EYE_CLOSED
0.086,0.0161,0.0,EYE_CLOSED
0.0713,0.0,0.0,EYE_CLOSED
0.0822,0.0,0.0,EYE_CLOSED
0.0698,0.0,0.0,EYE_CLOSED
0.0778,0.0,0.0,EYE_CLOSED
0.0915,0.0,0.0,EYE_CLOSED
0.101,0.0161,0.0,EYE_CLOSED
0.0944,0.0161,0.0,EYE_CLOSED
0.0763,0.0,0.0,EYE_CLOSED
0.1003,0.0,0.0,EYE_CLOSED
0.0839,0.0161,0.0,EYE_CLOSED
0.089,0.0,0.0,EYE_CLOSED
0.0766,0.0,0.0,EYE_CLOSED
0.0953,0.0317,0.0,EYE_CLOSED
0.1073,0.0317,0.0,EYE_CLOSED
0.0854,0.0228,0.0,EYE_CLOSED
0.0776,0.0161,0.0,EYE_CLOSED
0.0767,0.0161,0.0,EYE_CLOSED
0.0724,0.0164,0.0,EYE_CLOSED
0.0641,0.0,0.0,EYE_CLOSED
0.0839,0.0159,0.0,EYE_CLOSED
0.0656,0.0159,0.0,EYE_CLOSED
0.078,0.0158,0.0,EYE_CLOSED
0.0717,0.0159,0.0,EYE_CLOSED
0.0806,0.0158,0.0,EYE_CLOSED
0.0719,0.0158,0.0,EYE_CLOSED
0.0496,0.0,0.0,EYE_CLOSED
0.0674,0.0161,0.0,EYE_CLOSED
0.082,0.0164,0.0,EYE_CLOSED
0.0651,0.0,0.0,EYE_CLOSED
0.0726,0.0161,0.0,EYE_CLOSED
0.0778,0.0,0.0,EYE_CLOSED
0.066,0.0,0.0,EYE_CLOSED
0.0574,0.0161,0.0,EYE_CLOSED
0.0756,0.0164,0.0,EYE_CLOSED
0.0641,0.0,0.0,EYE_CLOSED
0.0626,0.0231,0.0,EYE_CLOSED
0.0664,0.0161,0.0,EYE_CLOSED
0.0608,0.0,0.0,EYE_CLOSED
0.0687,0.0,0.0,EYE_CLOSED
0.0516,0.0,0.0,EYE_CLOSED
0.0664,0.0228,0.0,EYE_CLOSED
0.0757,0.0158,0.0,EYE_CLOSED
0.0633,0.0158,0.0,EYE_CLOSED
0.1014,0.0161,0.0,EYE_CLOSED
0.0853,0.0228,0.0,EYE_CLOSED
0.0738,0.0161,0.0,EYE_CLOSED
0.0803,0.0161,0.0,EYE_CLOSED
0.0684,0.0,0.0,EYE_CLOSED
0.0641,0.0158,0.0,EYE_CLOSED
0.0673,0.0158,0.0,EYE_CLOSED
0.0695,0.0,0.0,EYE_CLOSED
0.0777,0.0,0.0,EYE_CLOSED
0.0702,0.0,0.0,EYE_CLOSED
0.074,0.0,0.0,EYE_CLOSED
0.0743,0.0,0.0,EYE_CLOSED
0.0717,0.0159,0.0,EYE_CLOSED
0.075,0.0161,0.0,EYE_CLOSED
0.09,0.0,0.0,EYE_CLOSED
0.0777,0.0161,0.0,EYE_CLOSED
0.0788,0.0161,0.0,EYE_CLOSED
0.0808,0.0161,0.0,EYE_CLOSED
0.0831,0.0,0.0,EYE_CLOSED
0.0743,0.0161,0.0,EYE_CLOSED
0.0694,0.0,0.0,EYE_CLOSED
0.0712,0.0,0.0,EYE_CLOSED
0.0838,0.0,0.0,EYE_CLOSED
0.0978,0.0,0.0,EYE_CLOSED
0.0964,0.0,0.0,EYE_CLOSED
0.0986,0.0,0.0,EYE_CLOSED
0.0904,0.0,0.0,EYE_CLOSED
0.0946,0.0,0.0,EYE_CLOSED
0.0858,0.0161,0.0,EYE_CLOSED
0.0984,0.0,0.0,EYE_CLOSED
0.1015,0.0161,0.0,EYE_CLOSED
0.1122,0.0,0.0,EYE_CLOSED
0.0767,0.0,0.0,EYE_CLOSED
0.0849,0.0,0.0,EYE_CLOSED
0.0907,0.0,0.0,EYE_CLOSED
0.089,0.0,0.0,EYE_CLOSED
0.1018,0.0,0.0,EYE_CLOSED
0.0856,0.0,0.0,EYE_CLOSED
0.0877,0.0,0.0,EYE_CLOSED
0.1005,0.0,0.0,EYE_CLOSED
0.0817,0.0,0.0,EYE_CLOSED
0.0798,0.0,0.0,EYE_CLOSED
0.0932,0.0164,0.0,EYE_CLOSED
0.0883,0.0,0.0,EYE_CLOSED
0.0836,0.0,0.0,EYE_CLOSED
0.0893,0.0,0.0,EYE_CLOSED
0.076,0.0161,0.0,EYE_CLOSED
0.0919,0.0,0.0,EYE_CLOSED
0.0848,0.0161,0.0,EYE_CLOSED
0.0827,0.0,0.0,EYE_CLOSED
0.1031,0.0,0.0,EYE_CLOSED
0.0981,0.0,0.0,EYE_CLOSED
0.0933,0.0,0.0,EYE_CLOSED
0.0751,0.0,0.0,EYE_CLOSED
0.09,0.0,0.0,EYE_CLOSED
0.0776,0.0,0.0,EYE_CLOSED
0.0975,0.0,0.0,EYE_CLOSED
0.0778,0.0159,0.0,EYE_CLOSED
0.0843,0.0,0.0,EYE_CLOSED
0.0954,0.0161,0.0,EYE_CLOSED
0.0952,0.0161,0.0,EYE_CLOSED
0.0756,0.0161,0.0,EYE_CLOSED
0.0893,0.0161,0.0,EYE_CLOSED
0.0888,0.0159,0.0,EYE_CLOSED
0.0976,0.0,0.0,EYE_CLOSED
0.0816,0.0,0.0,EYE_CLOSED
0.0816,0.0,0.0,EYE_CLOSED
0.0928,0.0161,0.0,EYE_CLOSED
0.0756,0.0161,0.0,EYE_CLOSED
0.086,0.0224,0.0,EYE_CLOSED
0.0923,0.0,0.0,EYE_CLOSED
0.0926,0.0161,0.0,EYE_CLOSED
0.0726,0.0161,0.0,EYE_CLOSED
0.1102,0.0161,0.0,EYE_CLOSED
0.0858,0.0,0.0,EYE_CLOSED
0.0999,0.0,0.0,EYE_CLOSED
0.0916,0.0,0.0,EYE_CLOSED
0.0893,0.0,0.0,EYE_CLOSED
0.0845,0.0,0.0,EYE_CLOSED
0.0819,0.0,0.0,EYE_CLOSED
0.0959,0.0,0.0,EYE_CLOSED
0.1059,0.0158,0.0,EYE_CLOSED
0.1004,0.0,0.0,EYE_CLOSED
0.0769,0.0,0.0,EYE_CLOSED
0.2525,0.6758,0.0,YAWNING
0.2548,0.6442,0.0,YAWNING
0.2541,0.629,0.0,YAWNING
0.2727,0.5755,0.0,YAWNING
0.2475,0.5965,0.0,YAWNING
0.2566,0.5536,0.0,YAWNING
0.248,0.5601,0.0,YAWNING
0.2403,0.6171,0.0,YAWNING
0.2444,0.5755,0.0,YAWNING
0.2405,0.5766,0.0,YAWNING
0.2443,0.5764,0.0,YAWNING
0.2259,0.6278,0.0,YAWNING
0.2377,0.6456,0.0,YAWNING
0.2452,0.5654,0.0,YAWNING
0.2472,0.5778,0.0,YAWNING
0.2393,0.6033,0.0,YAWNING
0.2338,0.5933,0.0,YAWNING
0.2402,0.6031,0.0,YAWNING
0.2322,0.6393,0.0,YAWNING
0.2339,0.5809,0.0,YAWNING
0.2455,0.6292,0.0,YAWNING
0.251,0.5486,0.0,YAWNING
0.2535,0.6,0.0,YAWNING
0.2327,0.6441,0.0,YAWNING
0.2297,0.5937,0.0,YAWNING
0.2246,0.6287,0.0,YAWNING
0.125,0.6348,0.0,YAWNING
0.089,0.5608,0.0,YAWNING
0.1666,0.5384,0.0,YAWNING
0.1866,0.4935,0.0,YAWNING
0.2019,0.5152,0.0,YAWNING
0.2216,0.5381,0.0,YAWNING
0.2294,0.5607,0.0,YAWNING
0.2295,0.5907,0.0,YAWNING
0.2445,0.5976,0.0,YAWNING
0.2344,0.568,0.0,YAWNING
0.2434,0.6177,0.0,YAWNING
0.2355,0.6207,0.0,YAWNING
0.2372,0.6434,0.0,YAWNING
0.2365,0.6511,0.0,YAWNING
0.23,0.6574,0.0,YAWNING
0.2418,0.6411,0.0,YAWNING
0.2399,0.6769,0.0,YAWNING
0.2433,0.6567,0.0,YAWNING
0.2383,0.6444,0.0,YAWNING
0.2529,0.6758,0.0,YAWNING
0.2281,0.626,0.0,YAWNING
0.2448,0.6118,0.0,YAWNING
0.2537,0.5965,0.0,YAWNING
0.2643,0.5669,0.0,YAWNING
0.2402,0.5832,0.0,YAWNING
0.2404,0.5591,0.0,YAWNING
0.2606,0.531,0.0,YAWNING
0.2479,0.5173,0.0,YAWNING
0.2442,0.462,0.0,YAWNING
0.2616,0.455,0.0,YAWNING
0.2427,0.3826,0.0,YAWNING
0.253,0.3778,0.0,YAWNING
0.2425,0.3481,0.0,YAWNING
0.2491,0.3574,0.0,YAWNING
0.252,0.3657,0.0,YAWNING
0.2328,0.3941,0.0,YAWNING
0.236,0.4333,0.0,YAWNING
0.2543,0.4569,0.0,YAWNING
0.2434,0.5008,0.0,YAWNING
0.2477,0.5385,0.0,YAWNING
0.2348,0.5366,0.0,YAWNING
0.2448,0.5815,0.0,YAWNING
0.2401,0.5306,0.0,YAWNING
0.2466,0.5292,0.0,YAWNING
0.2316,0.5344,0.0,YAWNING
0.2422,0.5352,0.0,YAWNING
0.2419,0.5469,0.0,YAWNING
0.1967,0.5008,0.0,YAWNING
0.1201,0.5153,0.0,YAWNING
0.125,0.5308,0.0,YAWNING
0.1725,0.5015,0.0,YAWNING
0.2129,0.4485,0.0,YAWNING
0.2375,0.3625,0.0,YAWNING
0.2445,0.2607,0.0,YAWNING
0.2521,0.2127,0.0,YAWNING
0.2502,0.1784,0.0,YAWNING
0.2459,0.0979,0.0,YAWNING
0.2413,0.0819,0.0,YAWNING
0.2471,0.1218,0.0,YAWNING
0.2404,0.1644,0.0,YAWNING
0.2492,0.1798,0.0,YAWNING
0.2366,0.1772,0.0,YAWNING
0.2414,0.2099,0.0,YAWNING
0.2442,0.2649,0.0,YAWNING
0.2601,0.3588,0.0,YAWNING
0.2703,0.4142,0.0,YAWNING
0.268,0.4433,0.0,YAWNING
0.2371,0.4584,0.0,YAWNING
0.2429,0.4784,0.0,YAWNING
0.224,0.5008,0.0,YAWNING
0.2473,0.5008,0.0,YAWNING
0.2559,0.4991,0.0,YAWNING
0.2499,0.4855,0.0,YAWNING
0.2611,0.5363,0.0,YAWNING
0.2606,0.5593,0.0,YAWNING
0.2641,0.4935,0.0,YAWNING
0.2586,0.5082,0.0,YAWNING
0.2561,0.5158,0.0,YAWNING
0.2547,0.4926,0.0,YAWNING
0.2661,0.4926,0.0,YAWNING
0.2528,0.4565,0.0,YAWNING
0.2523,0.484,0.0,YAWNING
0.2437,0.5308,0.0,YAWNING
0.2463,0.5299,0.0,YAWNING
0.26,0.5458,0.0,YAWNING
0.2492,0.5229,0.0,YAWNING
0.2526,0.5215,0.0,YAWNING
0.2599,0.5,0.0,YAWNING
0.258,0.5067,0.0,YAWNING
0.2631,0.4993,0.0,YAWNING
0.2466,0.5008,0.0,YAWNING
0.2472,0.4875,0.0,YAWNING
0.246,0.471,0.0,YAWNING
0.2495,0.471,0.0,YAWNING
0.2387,0.5074,0.0,YAWNING
0.1413,0.5399,0.0,YAWNING
0.1148,0.5284,0.0,YAWNING
0.1224,0.5158,0.0,YAWNING
0.211,0.5074,0.0,YAWNING
0.2246,0.524,0.0,YAWNING
0.2499,0.5221,0.0,YAWNING
0.2511,0.5159,0.0,YAWNING
0.2566,0.5368,0.0,YAWNING
0.2378,0.5318,0.0,YAWNING
0.2485,0.5093,0.0,YAWNING
0.2516,0.5149,0.0,YAWNING
0.2602,0.524,0.0,YAWNING
0.2466,0.5139,0.0,YAWNING
0.2491,0.5368,0.0,YAWNING
0.2469,0.5145,0.0,YAWNING
0.2572,0.5368,0.0,YAWNING
0.2446,0.5358,0.0,YAWNING
0.2411,0.5555,0.0,YAWNING
0.2488,0.5376,0.0,YAWNING
0.2496,0.5663,0.0,YAWNING
0.2437,0.5375,0.0,YAWNING
0.2506,0.568,0.0,YAWNING
0.2476,0.5533,0.0,YAWNING
0.253,0.5533,0.0,YAWNING
0.2519,0.5588,0.0,YAWNING
0.2477,0.5281,0.0,YAWNING
0.2518,0.5652,0.0,YAWNING
0.2554,0.5598,0.0,YAWNING
0.2445,0.567,0.0,YAWNING
0.2524,0.568,0.0,YAWNING
0.2585,0.5691,0.0,YAWNING
0.2477,0.5465,0.0,YAWNING
0.2425,0.5376,0.0,YAWNING
0.2607,0.5453,0.0,YAWNING
0.2502,0.5288,0.0,YAWNING
0.2473,0.5521,0.0,YAWNING
0.2488,0.5456,0.0,YAWNING
0.2521,0.5154,0.0,YAWNING
0.2553,0.4722,0.0,YAWNING
0.2527,0.4866,0.0,YAWNING
0.2438,0.4856,0.0,YAWNING
0.255,0.472,0.0,YAWNING
0.2571,0.4787,0.0,YAWNING
0.2534,0.4768,0.0,YAWNING
0.2565,0.4777,0.0,YAWNING
0.2668,0.4635,0.0,YAWNING
0.2472,0.4492,0.0,YAWNING
0.2538,0.4429,0.0,YAWNING
0.2593,0.3554,0.0,YAWNING
0.2641,0.3098,0.0,YAWNING
0.2515,0.2875,0.0,YAWNING
0.2592,0.287,0.0,YAWNING
0.2584,0.3054,0.0,YAWNING
0.2473,0.3054,0.0,YAWNING
0.2493,0.3011,0.0,YAWNING
0.2503,0.3197,0.0,YAWNING
0.2621,0.3151,0.0,YAWNING
0.2469,0.3174,0.0,YAWNING
0.2564,0.3054,0.0,YAWNING
0.2596,0.3388,0.0,YAWNING
0.2674,0.3168,0.0,YAWNING
0.2514,0.3235,0.0,YAWNING
0.253,0.2906,0.0,YAWNING
0.2595,0.2889,0.0,YAWNING
0.2621,0.2504,0.0,YAWNING
0.2595,0.2394,0.0,YAWNING
0.2624,0.2069,0.0,YAWNING
0.2615,0.1899,0.0,YAWNING
0.261,0.1474,0.0,YAWNING
0.2629,0.1618,0.0,YAWNING
0.2572,0.1927,0.0,YAWNING
0.2435,0.1896,0.0,YAWNING
0.2454,0.2042,0.0,YAWNING
0.2459,0.2214,0.0,YAWNING
0.2442,0.2039,0.0,YAWNING
0.2522,0.1896,0.0,YAWNING
0.2537,0.1899,0.0,YAWNING
0.2644,0.2154,0.0,YAWNING
0.2471,0.2328,0.0,YAWNING
0.2502,0.2362,0.0,YAWNING
0.2567,0.2688,0.0,YAWNING
0.2511,0.2537,0.0,YAWNING
0.259,0.2769,0.0,YAWNING
0.2545,0.2795,0.0,YAWNING
0.26,0.3197,0.0,YAWNING
0.2662,0.3011,0.0,YAWNING
0.254,0.3645,0.0,YAWNING
0.2534,0.3986,0.0,YAWNING
0.2486,0.3849,0.0,YAWNING
0.2322,0.4371,0.0,YAWNING
0.2583,0.4702,0.0,YAWNING
0.2454,0.4655,0.0,YAWNING
0.2337,0.486,0.0,YAWNING
0.2545,0.5,0.0,YAWNING
0.2456,0.5213,0.0,YAWNING
0.2434,0.5288,0.0,YAWNING
0.2437,0.5523,0.0,YAWNING
0.2528,0.5177,0.0,YAWNING
0.2436,0.5454,0.0,YAWNING
0.243,0.5508,0.0,YAWNING
0.2494,0.5598,0.0,YAWNING
0.2403,0.5245,0.0,YAWNING
0.2459,0.5308,0.0,YAWNING
0.238,0.5462,0.0,YAWNING
0.2489,0.5462,0.0,YAWNING
0.2492,0.5164,0.0,YAWNING
0.2379,0.5172,0.0,YAWNING
0.2509,0.5366,0.0,YAWNING
0.2476,0.5366,0.0,YAWNING
0.2472,0.5627,0.0,YAWNING
0.2412,0.5453,0.0,YAWNING
0.2603,0.5765,0.0,YAWNING
0.2307,0.5386,0.0,YAWNING
0.231,0.5701,0.0,YAWNING
0.2175,0.5409,0.0,YAWNING
0.2257,0.5545,0.0,YAWNING
0.2282,0.5387,0.0,YAWNING
0.2195,0.5763,0.0,YAWNING
0.2098,0.5619,0.0,YAWNING
0.2074,0.5787,0.0,YAWNING
0.219,0.5741,0.0,YAWNING
0.2184,0.5691,0.0,YAWNING
0.2112,0.611,0.0,YAWNING
0.2097,0.5777,0.0,YAWNING
0.2139,0.5588,0.0,YAWNING
0.2134,0.5399,0.0,YAWNING
0.1908,0.5443,0.0,YAWNING
0.1218,0.5609,0.0,YAWNING
0.1292,0.5609,0.0,YAWNING
0.2054,0.5529,0.0,YAWNING
0.2276,0.5651,0.0,YAWNING
0.2371,0.5235,0.0,YAWNING
0.244,0.5465,0.0,YAWNING
0.2475,0.4939,0.0,YAWNING
0.2312,0.5071,0.0,YAWNING
0.2435,0.5288,0.0,YAWNING
0.2547,0.5288,0.0,YAWNING
0.2436,0.5103,0.0,YAWNING
0.2576,0.5387,0.0,YAWNING
0.2485,0.5609,0.0,YAWNING
0.243,0.5597,0.0,YAWNING
0.2432,0.5365,0.0,YAWNING
0.262,0.5399,0.0,YAWNING
0.2579,0.5445,0.0,YAWNING
0.2491,0.5388,0.0,YAWNING
0.2483,0.5167,0.0,YAWNING
0.2624,0.531,0.0,YAWNING
0.2506,0.531,0.0,YAWNING
0.2443,0.5235,0.0,YAWNING
0.2498,0.5454,0.0,YAWNING
0.2403,0.5235,0.0,YAWNING
0.2435,0.5593,0.0,YAWNING
0.2491,0.5399,0.0,YAWNING
0.2313,0.5167,0.0,YAWNING
0.2391,0.5023,0.0,YAWNING
0.25,0.531,0.0,YAWNING
0.2568,0.5071,0.0,YAWNING
0.2524,0.5144,0.0,YAWNING
0.2544,0.5167,0.0,YAWNING
0.2431,0.523,0.0,YAWNING
0.2541,0.523,0.0,YAWNING
0.2612,0.5609,0.0,YAWNING
0.2607,0.5609,0.0,YAWNING
0.2499,0.5545,0.0,YAWNING
0.2563,0.5545,0.0,YAWNING
0.2479,0.5399,0.0,YAWNING
0.2494,0.5399,0.0,YAWNING
0.2639,0.5213,0.0,YAWNING
0.2382,0.557,0.0,YAWNING
0.2537,0.5523,0.0,YAWNING
0.2444,0.5691,0.0,YAWNING
0.2489,0.5523,0.0,YAWNING
0.2534,0.5545,0.0,YAWNING
0.2478,0.5545,0.0,YAWNING
0.2598,0.567,0.0,YAWNING
0.2268,0.5321,0.0,YAWNING
0.1317,0.5765,0.0,YAWNING
0.1419,0.5712,0.0,YAWNING
0.1632,0.5935,0.0,YAWNING
0.1726,0.524,0.0,YAWNING
0.1993,0.5299,0.0,YAWNING
0.2318,0.5399,0.0,YAWNING
0.2385,0.5299,0.0,YAWNING
0.2445,0.5299,0.0,YAWNING
0.2317,0.4929,0.0,YAWNING
0.247,0.5299,0.0,YAWNING
0.2475,0.5154,0.0,YAWNING
0.2498,0.5598,0.0,YAWNING
0.2387,0.5299,0.0,YAWNING
0.2327,0.5453,0.0,YAWNING
0.2514,0.5308,0.0,YAWNING
0.2516,0.529,0.0,YAWNING
0.2401,0.5215,0.0,YAWNING
0.2582,0.5232,0.0,YAWNING
0.2437,0.5317,0.0,YAWNING
0.252,0.5598,0.0,YAWNING
0.2524,0.5542,0.0,YAWNING
0.2603,0.5308,0.0,YAWNING
0.2537,0.5172,0.0,YAWNING
0.2601,0.5008,0.0,YAWNING
0.2541,0.5223,0.0,YAWNING
0.2478,0.5086,0.0,YAWNING
0.2378,0.5241,0.0,YAWNING
0.2413,0.5098,0.0,YAWNING
0.2403,0.5299,0.0,YAWNING
0.2443,0.5164,0.0,YAWNING
0.2447,0.529,0.0,YAWNING
0.2447,0.5232,0.0,YAWNING
0.2409,0.5241,0.0,YAWNING
0.2668,0.5232,0.0,YAWNING
0.2562,0.5172,0.0,YAWNING
0.2642,0.4929,0.0,YAWNING
0.2526,0.5215,0.0,YAWNING
0.253,0.5444,0.0,YAWNING
0.2492,0.5299,0.0,YAWNING
0.2548,0.5153,0.0,YAWNING
0.2596,0.5358,0.0,YAWNING
0.2574,0.5366,0.0,YAWNING
