timestamp,status,ear,mar,source,ml_confidence,snapshot_path
2026-07-30T12:32:26,AWAKE,0.2365,0.0,ML,0.4335,
2026-07-30T12:32:27,AWAKE,0.2044,0.0,ML,0.4128,
2026-07-30T12:32:28,AWAKE,0.2351,0.0,ML,0.4427,
2026-07-30T12:32:29,AWAKE,0.1214,0.0,ML,0.6243,
2026-07-30T12:32:31,AWAKE,0.1041,0.0,ML,0.7462,
2026-07-30T12:32:32,AWAKE,0.1443,0.0,ML,0.4751,
2026-07-30T12:32:33,AWAKE,0.0796,0.0,ML,0.6026,
2026-07-30T12:32:34,AWAKE,0.1068,0.0,ML,0.7424,
2026-07-30T12:32:35,AWAKE,0.0642,0.0,ML,0.3417,
2026-07-30T12:32:36,AWAKE,0.2572,0.0149,ML,0.6119,
2026-07-30T12:32:37,AWAKE,0.2406,0.0,ML,0.4576,
2026-07-30T12:32:38,AWAKE,0.1941,0.8757,ML,0.8425,
2026-07-30T12:32:38,YAWNING,0.0868,0.7741,ML,0.9984,
2026-07-30T12:32:39,YAWNING,0.1733,0.8819,ML,0.9132,
2026-07-30T12:32:39,AWAKE,0.0581,0.046,ML,0.5241,
2026-07-30T12:32:40,AWAKE,0.2059,0.0,ML,0.5381,
2026-07-30T12:32:41,AWAKE,0.083,0.0,ML,0.5579,
2026-07-30T12:32:43,AWAKE,0.1442,0.0,ML,0.4751,
2026-07-30T12:32:44,AWAKE,0.1099,0.0,ML,0.7274,
2026-07-30T12:32:45,AWAKE,0.2501,0.0,ML,0.4275,
2026-07-30T12:32:46,AWAKE,0.1531,0.0,ML,0.5405,
2026-07-30T12:32:47,AWAKE,0.2376,0.0,ML,0.4345,
2026-07-30T12:32:48,AWAKE,0.1215,0.0163,ML,0.8106,
2026-07-30T12:32:49,AWAKE,0.1396,0.0,ML,0.4295,
2026-07-30T12:32:50,AWAKE,0.2609,0.0,ML,0.7615,
2026-07-30T12:32:51,AWAKE,0.2724,0.0122,ML,0.8681,
2026-07-30T12:32:52,AWAKE,0.2541,0.0,ML,0.7441,
2026-07-30T12:32:53,AWAKE,0.1676,0.0123,ML,0.7696,
2026-07-30T12:32:54,AWAKE,0.1718,0.0,ML,0.3497,
2026-07-30T12:32:55,AWAKE,0.1563,0.0,ML,0.5433,
2026-07-30T12:32:56,AWAKE,0.1625,0.0,ML,0.5351,
2026-07-30T12:32:57,AWAKE,0.1281,0.0,ML,0.5359,
2026-07-30T12:32:58,AWAKE,0.1137,0.0,ML,0.7214,
2026-07-30T12:32:59,AWAKE,0.1411,0.0127,ML,0.7419,
2026-07-30T12:33:00,AWAKE,0.0932,0.0,ML,0.7339,
2026-07-30T12:33:01,AWAKE,0.1607,0.0,ML,0.5625,
2026-07-30T12:33:02,AWAKE,0.1566,0.0,ML,0.5461,
2026-07-30T12:33:03,AWAKE,0.211,0.0,ML,0.5144,
2026-07-30T12:33:04,AWAKE,0.3333,0.0667,ML,0.8891,
2026-07-30T12:33:05,AWAKE,0.1666,0.018,ML,0.4339,
2026-07-30T12:33:06,AWAKE,0.1382,0.0,ML,0.4358,
2026-07-30T12:33:07,AWAKE,0.1358,0.0,ML,0.4154,
2026-07-30T12:33:08,AWAKE,0.2552,0.0169,ML,0.4691,
2026-07-30T12:33:09,AWAKE,0.1658,0.0212,ML,0.4422,
2026-07-30T12:33:10,AWAKE,0.1996,0.0,ML,0.4226,
2026-07-30T12:33:11,HEAD_DROP,0.1832,0.0188,ML,0.3772,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123311_086471.jpg
2026-07-30T12:33:12,HEAD_DROP,0.2151,0.0,ML,0.493,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123312_118367.jpg
2026-07-30T12:33:12,AWAKE,0.136,0.0201,ML,0.6563,
2026-07-30T12:33:13,AWAKE,0.1986,0.0208,ML,0.4076,
2026-07-30T12:33:14,AWAKE,0.1444,0.0213,ML,0.5101,
2026-07-30T12:33:14,HEAD_DROP,0.177,0.0209,ML,0.3275,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123314_651399.jpg
2026-07-30T12:33:15,AWAKE,0.1389,0.0199,ML,0.6554,
2026-07-30T12:33:16,AWAKE,0.2357,0.0169,ML,0.5196,
2026-07-30T12:33:17,AWAKE,0.2118,0.0272,ML,0.7615,
2026-07-30T12:33:18,AWAKE,0.1601,0.0,ML,0.5793,
2026-07-30T12:33:19,AWAKE,0.1089,0.0,ML,0.7191,
2026-07-30T12:33:20,AWAKE,0.1225,0.0,ML,0.5979,
2026-07-30T12:33:21,AWAKE,0.2996,0.0,ML,0.7357,
2026-07-30T12:33:22,AWAKE,0.0655,0.0,ML,0.3542,
2026-07-30T12:33:23,AWAKE,0.0899,0.0182,ML,0.7747,
2026-07-30T12:33:24,AWAKE,0.1688,0.0,ML,0.4362,
2026-07-30T12:33:25,AWAKE,0.1716,0.0,ML,0.3497,
2026-07-30T12:33:26,AWAKE,0.1091,0.0,ML,0.725,
2026-07-30T12:33:27,AWAKE,0.1855,0.0,ML,0.3321,
2026-07-30T12:33:28,AWAKE,0.2932,0.0,ML,0.7388,
2026-07-30T12:33:29,AWAKE,0.2448,0.0194,ML,0.4501,
2026-07-30T12:33:31,AWAKE,0.2518,0.0,ML,0.5844,
2026-07-30T12:33:32,AWAKE,0.2564,0.0,ML,0.6841,
2026-07-30T12:33:33,AWAKE,0.2583,0.0202,ML,0.5487,
2026-07-30T12:33:34,AWAKE,0.2792,0.0201,ML,0.9533,
2026-07-30T12:33:35,AWAKE,0.247,0.0294,ML,0.538,
2026-07-30T12:33:36,AWAKE,0.2483,0.0212,ML,0.5517,
2026-07-30T12:33:37,AWAKE,0.2412,0.0204,ML,0.5441,
2026-07-30T12:33:38,AWAKE,0.2304,0.03,ML,0.7435,
2026-07-30T12:33:39,AWAKE,0.2481,0.0217,ML,0.5608,
2026-07-30T12:33:40,HEAD_DROP,0.2305,0.0212,ML,0.7518,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123340_006093.jpg
2026-07-30T12:33:40,AWAKE,0.2802,0.0284,ML,0.9809,
2026-07-30T12:33:41,AWAKE,0.2305,0.0304,ML,0.7442,
2026-07-30T12:33:42,AWAKE,0.2685,0.0,ML,0.7899,
2026-07-30T12:33:43,AWAKE,0.2251,0.0202,ML,0.7384,
2026-07-30T12:33:44,AWAKE,0.2559,0.02,ML,0.498,
2026-07-30T12:33:45,AWAKE,0.2408,0.0267,ML,0.5597,
2026-07-30T12:33:46,AWAKE,0.243,0.0266,ML,0.5504,
2026-07-30T12:33:47,AWAKE,0.3053,0.0,ML,0.7523,
2026-07-30T12:33:48,AWAKE,0.1474,0.0178,ML,0.3549,
2026-07-30T12:33:49,AWAKE,0.1335,0.0256,ML,0.6775,
2026-07-30T12:33:50,AWAKE,0.1741,0.0,ML,0.4156,
2026-07-30T12:33:50,HEAD_DROP,0.1538,0.0187,ML,0.4685,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123350_969540.jpg
2026-07-30T12:33:51,AWAKE,0.1346,0.0188,ML,0.6447,
2026-07-30T12:33:52,AWAKE,0.1714,0.0204,ML,0.3616,
2026-07-30T12:33:53,HEAD_DROP,0.1665,0.0176,ML,0.4002,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123353_202638.jpg
2026-07-30T12:33:53,AWAKE,0.1709,0.0184,ML,0.3805,
2026-07-30T12:33:54,NO_FACE,0.0,0.0,RULE,0.0,
2026-07-30T12:33:54,AWAKE,0.2649,0.0411,ML,0.8117,
2026-07-30T12:33:54,NO_FACE,0.0,0.0,RULE,0.0,
2026-07-30T12:33:54,AWAKE,0.2198,0.0792,ML,0.8011,
2026-07-30T12:33:54,NO_FACE,0.0,0.0,RULE,0.0,
2026-07-30T12:33:54,AWAKE,0.3079,0.2695,ML,0.5498,
2026-07-30T12:33:56,AWAKE,0.1722,0.0179,ML,0.3449,
2026-07-30T12:33:57,HEAD_DROP,0.1901,0.0203,ML,0.3556,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123356_998569.jpg
2026-07-30T12:33:58,HEAD_DROP,0.1747,0.0,ML,0.4092,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123357_999249.jpg
2026-07-30T12:33:59,HEAD_DROP,0.1867,0.0208,ML,0.3202,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123359_067034.jpg
2026-07-30T12:34:00,HEAD_DROP,0.1919,0.0,ML,0.3728,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123400_133543.jpg
2026-07-30T12:34:01,HEAD_DROP,0.1421,0.0184,ML,0.5167,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260730_123401_165390.jpg
2026-07-30T12:34:01,AWAKE,0.2639,0.0251,ML,0.711,
2026-07-30T12:34:02,AWAKE,0.1496,0.0,ML,0.5406,
2026-07-30T12:34:03,AWAKE,0.167,0.0,ML,0.5102,
